policy_step,action_l2_true_minus_false,false_adjacent_action_l2,true_adjacent_action_l2,false_tracking_error,true_tracking_error,false_surface_distance_m,true_surface_distance_m,false_alignment_error_m,true_alignment_error_m,false_coin_z_delta_m,true_coin_z_delta_m
133,1.881811841528992,0.12998916891533013,0.08398999997730827,0.01287013292312622,0.00885540246963501,0.1915734579141904,0.08874879411665053,0.21330767109138782,0.10960833023493312,-0.013257622718811035,1.1920928955078125e-07
134,1.9295942849949552,0.17560375669539133,0.08165093888701991,0.0226290225982666,0.008688360452651978,0.18743643960448048,0.08869218009292726,0.21128386949446804,0.10881145502946168,-0.013257622718811035,1.1920928955078125e-07
135,2.014885420059039,0.10054567729347547,0.0743047329005637,0.010972797870635986,0.00789196789264679,0.18237844685760235,0.09033671700903573,0.20801305318793198,0.10946715120510576,-0.013257622718811035,1.1920928955078125e-07
136,1.9957146466927842,0.08871890515418558,0.07166608919804277,0.010188579559326172,0.007672473788261414,0.18331985341623178,0.09290322904273256,0.20996420726060216,0.11101232437122939,-0.013257622718811035,1.1920928955078125e-07
137,2.066024140808195,0.11247529977954931,0.06427987108851631,0.01089787483215332,0.007157370448112488,0.17256038568384907,0.09514468152216528,0.20092187439515366,0.11277258480423939,-0.013257622718811035,5.960464477539063e-08
138,2.0840532903555467,0.059688844198691304,0.04423114233238682,0.00823819637298584,0.005062319338321686,0.1707252995299867,0.09669600036026446,0.1999632962187633,0.1138738981491886,-0.013257622718811035,1.1920928955078125e-07
139,2.107399919802204,0.07278598658961118,0.03708433334201763,0.006086528301239014,0.003595266491174698,0.17442002184957192,0.09805426865670118,0.20274772546698464,0.11489995713527616,-0.013257622718811035,-5.960464477539063e-08
140,2.12956606242745,0.08329346531512088,0.03356029310861915,0.007538890466094017,0.0032688751816749573,0.171292095247758,0.0992976116295997,0.2012660594409378,0.11573412184592977,-0.013257622718811035,1.1920928955078125e-07
141,2.1615185514083026,0.046924499439545506,0.028746478980376976,0.0044896602630615234,0.00244705006480217,0.17237064968203702,0.09989824981579185,0.20216689714809663,0.11596342923349617,-0.013257622718811035,1.1920928955078125e-07
142,2.1497994575865125,0.08172216401563405,0.025875677269812724,0.008565723896026611,0.0022052135318517685,0.1684150854204536,0.10015981339368417,0.19895912075615213,0.11592834635876756,-0.013257622718811035,1.1920928955078125e-07
143,2.1912393702351007,0.055515590983614894,0.02137744266358575,0.005308568477630615,0.0019530067220330238,0.16550924481872817,0.09999386021577736,0.1977532470849675,0.11539233728337056,-0.013257622718811035,5.960464477539063e-08
144,2.2099094097079774,0.11349242706096806,0.018808883302949376,0.010138094425201416,0.0016101577784866095,0.1684145813709769,0.0992835608127944,0.19925008528655913,0.11437783792949027,-0.013257622718811035,1.1920928955078125e-07
145,2.1795605654484276,0.061700514011515946,0.017500580307013576,0.008884549140930176,0.00143413245677948,0.16701323772964605,0.0984989450032183,0.19836708015069401,0.11322881957648723,-0.013257622718811035,1.1920928955078125e-07
146,2.222982846209574,0.19306468842098687,0.01781890394803957,0.01932358741760254,0.0020009279251098633,0.16521249142812275,0.09734626140734934,0.19383965321310884,0.11162766658887673,-0.013257622718811035,-5.960464477539063e-08
147,2.2744901635356882,0.11899195332631154,0.015406261352539368,0.01292330026626587,0.0014999620616436005,0.16362391028567846,0.09649585338387706,0.19386720997906953,0.11040236937348945,-0.013257622718811035,1.1920928955078125e-07
148,2.296930963090271,0.18809326731622036,0.012726592038201893,0.01692977547645569,0.0012848377227783203,0.15829103184449905,0.09550579554730258,0.18669962968311302,0.10905064761973081,-0.013257622718811035,1.1920928955078125e-07
149,2.338411583917692,0.13786566588189222,0.012553150764325508,0.015126615762710571,0.0013178233057260513,0.1544829389457046,0.09434625447526937,0.18404756997023125,0.10759192577753238,-0.013257622718811035,1.1920928955078125e-07
150,2.379943788883853,0.12331170698038714,0.011560350350644545,0.014085233211517334,0.0012856721878051758,0.14810222960449448,0.0929255952685746,0.17834971384533643,0.10589331290601102,-0.013257622718811035,0.0
151,0.9853225048283037,1.6753413388763403,0.009573871126017191,0.5916035175323486,0.001132965087890625,0.14058341606143324,0.09157330480658626,0.16578746456542817,0.10417270322924423,-0.013257622718811035,0.0
152,0.9716878459781384,0.03663921243503975,0.00894282082843003,0.4097033143043518,0.001117706298828125,0.13883155747019144,0.09001906997252147,0.16276058784438768,0.10228032324638696,-0.013257622718811035,5.960464477539063e-08
153,0.9717853367722051,0.03335187673992151,0.008964112611088482,0.21950703859329224,0.0012052059173583984,0.11697235507422922,0.08836907688078577,0.13697112860643654,0.10028632477554568,-0.013257622718811035,1.1920928955078125e-07
154,0.9824311650374771,0.033344699908608416,0.009181742363975986,0.05206954479217529,0.0011932849884033203,0.08103824453874386,0.08652693038401099,0.09570329498417468,0.09818576827622777,-0.013257622718811035,5.960464477539063e-08
155,0.9832883547599238,0.031330743718301614,0.010768779565322593,0.008089900016784668,0.0011657476425170898,0.0764122170367938,0.08470640637941591,0.0891795306175879,0.09617744638982435,-0.013257622718811035,5.960464477539063e-08
156,0.9822814697492013,0.015999789994477282,0.013208134344018916,0.0017063021659851074,0.0011686086654663086,0.07444914086694115,0.08270364404222547,0.0863262324408029,0.0941624114262926,-0.013257622718811035,5.960464477539063e-08
157,0.9966695760135587,0.039966570267919756,0.0143841340370454,0.0032625198364257812,0.0013047456741333008,0.07368795760933254,0.08073625400496183,0.08458450874115317,0.09221103394341557,-0.013257622718811035,1.1920928955078125e-07
158,0.987384679093988,0.03754254345112752,0.017817036714301012,0.0022919662296772003,0.0015472173690795898,0.07299262150307036,0.07870392313204186,0.08354424882710457,0.0903352721410065,-0.013257622718811035,1.1920928955078125e-07
159,0.9726711193624236,0.0251153411809681,0.020125745164341586,0.001996861770749092,0.0015437602996826172,0.07194153994760938,0.07671893923344937,0.0817538465431408,0.088518876593345,-0.013257622718811035,1.1920928955078125e-07
160,0.9613892904355819,0.02247228688014084,0.020973975258118876,0.0025649666786193848,0.001340627670288086,0.07135685498690737,0.07453564528163505,0.08068904466104652,0.0864112884064335,-0.013257622718811035,5.960464477539063e-08
161,0.9691401009039972,0.03167384089253527,0.02274574401119643,0.005725234746932983,0.0017098188400268555,0.07091450388185631,0.07232989464300331,0.08092919139503447,0.0842720925838663,-0.013257622718811035,1.1920928955078125e-07
162,0.9440375989547115,0.025617089105969302,0.02305602562498112,0.0036554113030433655,0.0016258955001831055,0.07004324323504872,0.07003061872832152,0.07920230033686758,0.08214794969792373,-0.013257622718811035,1.1920928955078125e-07
163,0.9450516406430436,0.02464203153861822,0.024447177329197337,0.012018214911222458,0.0016200970858335495,0.06912565992646522,0.06764258010905447,0.07929369142076394,0.0798978048082328,-0.013257622718811035,5.960464477539063e-08
164,0.914107238072995,0.03649926646384164,0.025321995363341235,0.017266895622015,0.001862168312072754,0.06931090395060166,0.06540275113944598,0.07916943327587504,0.07781920823218802,-0.013257622718811035,1.1920928955078125e-07
165,0.9417978364238219,0.04300095095149729,0.02498640794064376,0.019000135362148285,0.0018148981034755707,0.07044589099781139,0.06314250205232398,0.08096731584377057,0.07577897964181356,-0.013257622718811035,1.1920928955078125e-07
166,0.9221574601598218,0.025340210733779452,0.026593614765064114,0.01480046659708023,0.0021173954010009766,0.06869203033865044,0.06102078459698883,0.07890257702880621,0.07392679027859023,-0.013257622718811035,-5.960464477539063e-08
167,0.9223011409510413,0.017374205685739746,0.027182037478505797,0.017269223928451538,0.002289891242980957,0.06955406640353486,0.05901588543360362,0.07981614849400992,0.07201186486287006,-0.013257622718811035,1.1920928955078125e-07
168,0.9081940544836261,0.02852365871140679,0.027785180339727055,0.01892681047320366,0.0024061203002929688,0.06934064988280836,0.057040666977011115,0.07989052661084513,0.07016194496497989,-0.013257622718811035,1.1920928955078125e-07
169,0.90905089879583,0.017507883183082495,0.02838562813095842,0.01897139474749565,0.0027801990509033203,0.06885341080589251,0.05520920763846458,0.07946468130616642,0.06900728077734226,-0.013257622718811035,5.960464477539063e-08
170,0.9318640993344821,0.037468843943880774,0.030161517308731022,0.022004850208759308,0.0031630992889404297,0.07014483931089989,0.0535292423481661,0.0812407438616472,0.06796868209237948,-0.013257622718811035,1.1920928955078125e-07
171,0.9451289493918978,0.024103740284334273,0.028531135689882938,0.02333129197359085,0.0027674436569213867,0.07117995522722785,0.05203110120569572,0.08252352356817617,0.06699943267989801,-0.013257622718811035,1.7881393432617188e-07
172,0.944531337498769,0.02027014519678514,0.028380221621486852,0.023534677922725677,0.0025887489318847656,0.07301002164456326,0.05104548755664607,0.08435772686193582,0.06660439191949444,-0.013257622718811035,-5.960464477539063e-08
173,0.9452305887106882,0.014413048238568118,0.028108393557497585,0.02146344631910324,0.0024461746215820312,0.07147252706046368,0.049615295379033045,0.08293328302557311,0.06567697258684109,-0.013257622718811035,5.960464477539063e-08
174,0.9763642273808183,0.02068470735237501,0.03265601976336733,0.02114972099661827,0.003972053527832031,0.07170790101836362,0.048170617758940854,0.0828609494692173,0.06473506863270555,-0.013257622718811035,1.1920928955078125e-07
175,0.9989129693228901,0.010958700069640318,0.03799522713267122,0.023664142936468124,0.0050852298736572266,0.07134985487762897,0.046531760851465986,0.08304455813071833,0.06354263214529847,-0.013257622718811035,1.1920928955078125e-07
176,1.0573330137110395,0.028119349844333914,0.044018777569139245,0.024033378809690475,0.006450176239013672,0.07408231948065945,0.04446121301426694,0.08574155373862849,0.062060844866787,-0.013257622718811035,-5.960464477539063e-08
177,1.1046415561073362,0.01259571005464623,0.045576315598186624,0.026118092238903046,0.006830930709838867,0.07333659092309908,0.04272257407728662,0.08518925032082744,0.060888681811419376,-0.013257622718811035,1.1920928955078125e-07
178,1.1509489748334745,0.009970324891984418,0.047434206974971804,0.024324052035808563,0.007297635078430176,0.07398533645011264,0.04140193141719942,0.08542821670833774,0.06012417766408621,-0.013257622718811035,1.7881393432617188e-07
179,1.2297158095384284,0.04194830999421491,0.04671667869446562,0.02485213801264763,0.0073812007904052734,0.07456184941797772,0.04067274159676576,0.08660143587764235,0.05987938888259098,-0.013257622718811035,1.1920928955078125e-07
180,1.267621100990988,0.015582213906968786,0.04394366129146541,0.020970892161130905,0.006847739219665527,0.07614770735819598,0.040783126900086945,0.08781671620810899,0.06026419336035688,-0.013257622718811035,5.960464477539063e-08
181,1.31518178002391,0.017584932411704376,0.04262174324599562,0.022479429841041565,0.006524085998535156,0.07710900261668605,0.04177565873559809,0.08922815807216548,0.061254092733302394,-0.013257622718811035,5.960464477539063e-08
182,1.3806050725550074,0.0326690319143639,0.04139986627210711,0.02286681905388832,0.006210803985595703,0.07767034183870422,0.043543344014903215,0.08966212154429956,0.0628893929486617,-0.013257622718811035,1.1920928955078125e-07
183,1.4171906322798253,0.017613807223573634,0.03187210813111967,0.02560071274638176,0.004655003547668457,0.07965482934110216,0.0449650568458482,0.09164113329271951,0.06400805073769442,-0.013257622718811035,-5.960464477539063e-08
184,1.5185713936355683,0.0809535946630322,0.02656432166433432,0.028829343616962433,0.0036780834197998047,0.08193184937711573,0.04711984780310012,0.09465289774050176,0.06579354228265363,-0.013257622718811035,0.0
185,1.5549064273345832,0.029998515885851798,0.015782623319661484,0.022087804973125458,0.0023516416549682617,0.08246295555687591,0.04821081073448615,0.09549877170485685,0.06662878384340959,-0.013257622718811035,1.1920928955078125e-07
186,1.6069010014349365,0.05687772175145292,0.010158754775424883,0.02614966407418251,0.0014923810958862305,0.08602921886993314,0.0492884276078199,0.09987250657693279,0.0677152987628249,-0.013257622718811035,1.1920928955078125e-07
187,1.6240580626122203,0.017548822029262626,0.013917771999791571,0.02422824501991272,0.001580888987518847,0.0845597490207842,0.051046873028151904,0.09858706095717495,0.06949058422607987,-0.013257622718811035,5.960464477539063e-08
188,1.6366673671540555,0.012367524414463621,0.01497356088826404,0.024126622825860977,0.002177637070417404,0.08402201876211629,0.05325043050071185,0.09822671212052346,0.07167002415563772,-0.013257622718811035,1.1920928955078125e-07
189,1.744879373100442,0.1138668869456907,0.011866377038678566,0.024513207376003265,0.0026049583684653044,0.08850374097483224,0.0551772403661597,0.10354089621180267,0.07361030184080847,-0.013257622718811035,0.0
190,1.7554545327916782,0.007618100385856072,0.013552383781736174,0.025354556739330292,0.0030792467296123505,0.08874851623922725,0.05725134498967861,0.10394996650691664,0.0756755009420138,-0.013257622718811035,1.1920928955078125e-07
191,1.7974621563805762,0.05016038622696839,0.013658799006876648,0.02716168761253357,0.0035052127204835415,0.08963334388118077,0.05951904904769044,0.10497878151300094,0.07792152059734818,-0.013257622718811035,5.960464477539063e-08
192,1.880198032630994,0.08899810448066163,0.019222803407183478,0.0217997208237648,0.003930971492081881,0.0919398761818117,0.06304967672768005,0.10820936640684793,0.08134996328212167,-0.013257622718811035,1.1920928955078125e-07
193,1.9227079021457794,0.05467632676795612,0.025011080741032473,0.027079876512289047,0.004367990419268608,0.09463208970234364,0.06733735719225407,0.11155573708849063,0.0855079102590829,-0.013257622718811035,-5.960464477539063e-08
194,2.0310560258406234,0.1300150640064521,0.0322598540709156,0.027935035526752472,0.004724600352346897,0.09949173041879834,0.07222333982948233,0.11666401807160495,0.09023352717692767,-0.013257622718811035,1.1920928955078125e-07
195,1.9736051328702453,0.04145902548529608,0.03719045276191084,0.026069454848766327,0.005111336708068848,0.09904601361316644,0.07772811734702859,0.11621722671886464,0.09557663950708149,-0.013257622718811035,1.1920928955078125e-07
196,2.057872660043699,0.11662269575494479,0.04465746829240353,0.025484908372163773,0.006215989589691162,0.10369036918286306,0.08410861349416483,0.12018125387155582,0.10178817247461672,-0.013257622718811035,1.1920928955078125e-07
197,2.0513269097717552,0.0354198126172063,0.053515711535686156,0.02430054172873497,0.007713019847869873,0.10632074384360171,0.09151341369699283,0.12407731070885603,0.10904085203878555,-0.013257622718811035,5.960464477539063e-08
198,2.1600178138492465,0.15123486524172086,0.0621213357081509,0.02500738948583603,0.00917661190032959,0.1072821338253297,0.100233775007583,0.12488823810859076,0.11759652085608525,-0.013257622718811035,5.960464477539063e-08
199,2.159394624371848,0.04075945787767565,0.06499674584657371,0.023798160254955292,0.009660065174102783,0.1127434751078462,0.1093899828888291,0.12989404507569782,0.12660155505804357,-0.013257622718811035,1.1920928955078125e-07
200,2.249464203949295,0.13213468524222458,0.07234275887855053,0.024129308760166168,0.011008918285369873,0.11312976964037566,0.11969180044368055,0.13090763647669496,0.13674450277296155,-0.013257622718811035,1.1920928955078125e-07
201,1.6152692308253895,0.875525973824597,0.07343927582520009,0.30427488684654236,0.011525511741638184,0.10795876314645171,0.13015703439208515,0.13630995168307497,0.14705615762283766,-0.013257622718811035,1.1920928955078125e-07
202,1.4891717596561587,0.14269343310111746,0.07922058810853728,0.19514799118041992,0.012385785579681396,0.11190127278909884,0.1410004172032462,0.14195492249597352,0.15776516647104294,-0.013257622718811035,1.1920928955078125e-07
203,1.3662022291139342,0.16739678318571222,0.08357734183392315,0.11968952417373657,0.013265848159790039,0.10123401987050014,0.15218956970760908,0.13120158026998155,0.16882175410510933,-0.013257622718811035,1.1920928955078125e-07
204,1.2803743496742062,0.14884081840867708,0.08770228680503092,0.05167698860168457,0.013915777206420898,0.08096915579933664,0.16356538323810504,0.10852984306713638,0.18014287498627657,-0.013257622718811035,0.0
205,1.2026740555522173,0.17658029580717483,0.08720509561300681,0.03098750114440918,0.014032065868377686,0.07043334228065583,0.1748031079399583,0.09500705929177877,0.191468557952297,-0.013257622718811035,5.960464477539063e-08
206,1.1730210356748278,0.17607472925705747,0.08980179900418939,0.03055107593536377,0.014472663402557373,0.05563648708717452,0.1859912501274974,0.0759136382608389,0.20274650051034557,-0.013257622718811035,1.7881393432617188e-07
207,1.2040107158061581,0.13916677464662647,0.09299922086041257,0.021332144737243652,0.015099197626113892,0.051347224065443904,0.19745431719228865,0.06943067590817625,0.21430293403388637,-0.013257622718811035,1.1920928955078125e-07
208,1.242710043815066,0.15307241935547114,0.09154499863989644,0.0246734619140625,0.0149441659450531,0.04052798083964141,0.20855499295007265,0.055788807423978494,0.22549645828617318,-0.013257622718811035,0.0
209,1.2952696963854484,0.0852020078413693,0.09385078404112443,0.02340501919388771,0.015381425619125366,0.036309886924536044,0.21956277800119278,0.04880512454955656,0.23659912447515252,-0.013257622718811035,5.960464477539063e-08
210,1.374140724642943,0.06755102845786695,0.09143578783860884,0.015578456223011017,0.015188932418823242,0.032472924502607685,0.22991126855040842,0.04311420254147306,0.24703861695661178,-0.013257622718811035,1.7881393432617188e-07
211,1.4546860177999008,0.09286319920283806,0.09121857831181027,0.03420209512114525,0.015130087733268738,0.02644802071951075,0.2398046684848414,0.03857442836394225,0.2570264066813923,-0.013257622718811035,-5.960464477539063e-08
212,1.5356643554763594,0.038737773687162316,0.09262963376623615,0.03380843251943588,0.01526765525341034,0.021488398200145642,0.249321096162778,0.03407568068558506,0.26673013892506325,-0.013257622718811035,1.1920928955078125e-07
213,1.6281856846818823,0.07604279107427923,0.09126483948543686,0.035158753395080566,0.015121101401746273,0.021930029807703273,0.25807667773706106,0.034112686086378644,0.2757169133300095,-0.013257622718811035,1.1920928955078125e-07
214,1.6958307253862477,0.09525244638312595,0.08846156848951958,0.0472305603325367,0.014696422964334488,0.02030556499878134,0.2661841338114278,0.033039782791262476,0.28403354656145174,-0.013257622718811035,1.1920928955078125e-07
215,1.7606860786773126,0.05390317264413094,0.07907853085381418,0.0506410226225853,0.013297997415065765,0.02182801762749282,0.27312062463032105,0.03516398201480674,0.2911494696236788,-0.013257622718811035,5.960464477539063e-08
216,1.8328632893945571,0.028200037820695693,0.08301753682517589,0.04084217548370361,0.013683781027793884,0.01670773644943366,0.27973327590724706,0.029951331873423734,0.2979315968617533,-0.013257622718811035,5.960464477539063e-08
217,1.9102662436745748,0.02835557289853117,0.07487686355530164,0.04010950028896332,0.012928351759910583,0.016456660563980974,0.2854549852905389,0.030407630090569765,0.3038008713532602,-0.013257622718811035,1.1920928955078125e-07
218,1.969434742204306,0.06888935486065761,0.06538994520640068,0.043452389538288116,0.012509409338235855,0.019237311797913513,0.2902082104863978,0.03268393299871268,0.30866971965855106,-0.013257622718811035,1.1920928955078125e-07
219,2.006626519806815,0.0549473181036183,0.05863369272666958,0.04220167547464371,0.010904848575592041,0.017401228808950144,0.294415894503912,0.030794849002733257,0.31296941831666397,-0.013257622718811035,1.1920928955078125e-07
220,2.0495228087217607,0.04805775269792892,0.0499323442580219,0.046257637441158295,0.00972686242312193,0.0213696326428118,0.297704881496957,0.03320869959273679,0.3163325755251942,-0.013257622718811035,1.1920928955078125e-07
221,2.0810769542176275,0.04156220665916344,0.0395932138579397,0.04688029736280441,0.009901024401187897,0.02293857916844538,0.3003187843249857,0.03514874949099076,0.31900099388073816,-0.013257622718811035,1.1920928955078125e-07
222,2.117112575763404,0.06038274478018557,0.03479723366807454,0.04350849241018295,0.009999999776482582,0.024052575144034125,0.3025334209746484,0.036172483369763045,0.3212564158581324,-0.013257622718811035,-5.960464477539063e-08
223,2.135205002003234,0.021293266963088073,0.03302125947753194,0.042346756905317307,0.009999999776482582,0.02293021987056547,0.3042562466204926,0.035498148034678906,0.323008376831561,-0.013257622718811035,1.1920928955078125e-07
224,2.1334895835394065,0.054848497958070584,0.03236633873490063,0.042232953011989594,0.009999999776482582,0.022735982719093092,0.30557530202925726,0.03507089208511352,0.3243445864104689,-0.013257622718811035,1.1920928955078125e-07
225,2.1651686691583207,0.0416160136093935,0.03707527086375487,0.042078897356987,0.009999999776482582,0.025388864295191882,0.3066760387556196,0.03685802572889805,0.3254548540057023,-0.013257622718811035,1.1920928955078125e-07
226,2.1699452149097818,0.051338556340136614,0.042775648143343135,0.038140688091516495,0.009999999776482582,0.02911230214807405,0.3075862983229906,0.04025005654182749,0.32637017992600853,-0.013257622718811035,5.960464477539063e-08
227,2.177178476683107,0.011576140639695257,0.05198866298862082,0.04167770594358444,0.009999999776482582,0.028701837575145633,0.30840626177084823,0.039461046095139785,0.3271914229279373,-0.013257622718811035,5.960464477539063e-08
228,2.1981063287663183,0.03724615053501139,0.05822797604324949,0.03845258057117462,0.009999999776482582,0.02931184445647803,0.3092159258178277,0.039881595813487214,0.3280000202966428,-0.013257622718811035,1.1920928955078125e-07
229,2.185080432803686,0.03719533419573451,0.06041498312670429,0.0395093709230423,0.009999999776482582,0.029779796943368166,0.31019779081498067,0.04012103119798865,0.32898074253258114,-0.013257622718811035,1.1920928955078125e-07
230,2.2210254522214785,0.05674109479884393,0.06988115780264051,0.03418706730008125,0.010620638728141785,0.036503095542712666,0.31122145473952234,0.046074300794081556,0.3300015596462666,-0.013257622718811035,1.1920928955078125e-07
231,2.2471501983996602,0.022767243240096106,0.07663706236333105,0.03246569260954857,0.011575371026992798,0.03873695095884572,0.31179936604510894,0.04807354670170705,0.33057698278086356,-0.013257622718811035,1.1920928955078125e-07
232,2.2583419873160957,0.02969535914475561,0.07450938391939489,0.03781440854072571,0.011350959539413452,0.039496422680938476,0.31211763149917027,0.04871349802149438,0.33089381125163353,-0.013257622718811035,1.1920928955078125e-07
233,2.275712375894635,0.027325457615322308,0.08220601138637484,0.033778827637434006,0.012288957834243774,0.04183152295795787,0.3124398864029374,0.05093080874364067,0.3312196536630172,-0.013257622718811035,5.960464477539063e-08
234,2.294220574021369,0.04525835960057063,0.08005950261390539,0.03303622454404831,0.01210126280784607,0.047565703603311645,0.31246718333369494,0.05605818613944936,0.33124665674705916,-0.013257622718811035,5.960464477539063e-08
235,2.309635700649772,0.021987873724846587,0.07960561007863687,0.027162455022335052,0.01195719838142395,0.05032730307400324,0.3125098127806664,0.05896201576322838,0.3312854982146671,-0.013257622718811035,1.1920928955078125e-07
236,2.3286631541924128,0.03210276788793053,0.06646149543540836,0.02623259648680687,0.009999999776482582,0.05384036830004445,0.3125882734063204,0.06208661618055529,0.3313468891756689,-0.013257622718811035,0.0
237,2.310750287999094,0.03045766411477316,0.031846699682341356,0.022735469043254852,0.009999999776482582,0.05185063013117267,0.3123404397956823,0.05980261807982141,0.3310779230279431,-0.013257622718811035,1.1920928955078125e-07
238,2.27852704252394,0.03899029319910242,0.03894362751171746,0.022671464830636978,0.009999999776482582,0.05634004829216386,0.3117812705461394,0.06370585993153333,0.3304960517558787,-0.013257622718811035,-5.960464477539063e-08
239,2.2642164264028297,0.051481855375988074,0.04413364853717881,0.015436641871929169,0.009999999776482582,0.05995106555198514,0.31120751714056116,0.0673882554575164,0.32989736189146607,-0.013257622718811035,1.1920928955078125e-07
240,2.2269348780344367,0.04023499712567766,0.043869193173430125,0.010175246745347977,0.009999999776482582,0.06250238675334883,0.31049606652556716,0.06962433205559483,0.32915628145486303,-0.013257622718811035,1.1920928955078125e-07
241,2.194722409234732,0.03840098522016963,0.04501783234607526,0.014025308191776276,0.009999999776482582,0.06362580567904398,0.3095494747298963,0.07055749837676936,0.3281821076657554,-0.013257622718811035,5.960464477539063e-08
242,2.1407094456388074,0.04763010979381621,0.04599183269458817,0.009999999776482582,0.009999999776482582,0.06586241649854516,0.30807391199009787,0.07357376629689334,0.3266731628355129,-0.013257622718811035,5.960464477539063e-08
243,2.0981139164051976,0.04373257458171008,0.0420605457721077,0.009999999776482582,0.009999999776482582,0.07002433630502154,0.3062057718525869,0.0786097651826096,0.3247706295658634,-0.013257622718811035,5.960464477539063e-08
244,2.0127722112538073,0.09738317342418885,0.04556915532116457,0.013954758644104004,0.009999999776482582,0.07419352067842366,0.30413373994183646,0.08470988198215322,0.32266122903152383,-0.013257622718811035,5.960464477539063e-08
245,1.9787282529867936,0.029623411925560204,0.04537108204300087,0.009999999776482582,0.009999999776482582,0.07182501542107023,0.3013356981875212,0.08268014489036586,0.3198181412146767,-0.013257622718811035,5.960464477539063e-08
246,1.846735678174617,0.14006202835138556,0.04465427142311461,0.018200457096099854,0.009999999776482582,0.08058819844889462,0.29797271205269016,0.09375040638498384,0.316405321059742,-0.013257622718811035,1.1920928955078125e-07
247,1.7965291169828501,0.057272993349582926,0.04313326246977402,0.009999999776482582,0.009999999776482582,0.0870788483853949,0.2942840136970522,0.10053747789382071,0.3126637828567627,-0.013257622718811035,1.1920928955078125e-07
248,1.6546186736350472,0.17114599968003355,0.04435867088581629,0.0255468487739563,0.009999999776482582,0.09225228927136872,0.29029505747843415,0.10738820675259932,0.30861651177935656,-0.013257622718811035,1.1920928955078125e-07
249,1.4429862011514436,0.25450468698337286,0.04488941155894958,0.05753767490386963,0.009999999776482582,0.11948452097000493,0.2859452590065136,0.13575041517217679,0.30419402489922387,-0.013257622718811035,5.960464477539063e-08
250,1.4402515072401325,0.08020316640478359,0.04824835078753931,0.010991573333740234,0.009999999776482582,0.12099649632507446,0.2815736761149212,0.13680519117672532,0.29973743612073134,-0.013257622718811035,5.960464477539063e-08
251,2.1357958555954384,1.0446928525789658,0.047096293184562855,0.47471219301223755,0.009999999776482582,0.10329514691405353,0.27699203795769095,0.12164595677068334,0.29506049034239523,-0.013257622718811035,0.0
252,2.1047903144969564,0.027288924886052775,0.046763753461217895,0.2713431119918823,0.009999999776482582,0.10867089276606945,0.27249425857549764,0.12704965226637951,0.29045708035002016,-0.013257622718811035,1.7881393432617188e-07
253,2.053296695947685,0.044006145323979014,0.04476785939275149,0.06785893440246582,0.009999999776482582,0.09481405507264161,0.26758847603216923,0.11018946084139776,0.2854369050280214,-0.013257622718811035,5.960464477539063e-08
254,1.986362480559623,0.05106081444291209,0.0496614352562107,0.018522687256336212,0.00982340332120657,0.09114042775489989,0.2624048840384353,0.10592625009328185,0.28018323988955174,-0.013257622718811035,5.960464477539063e-08
255,1.9100443836880903,0.06882182686025705,0.04762715081506992,0.019723843783140182,0.0094223627820611,0.09262383692903121,0.2569703613816185,0.10757049508577889,0.2746988231539623,-0.013257622718811035,0.0
256,1.8572281759810778,0.04563931882008323,0.04530828647368863,0.017353009432554245,0.00893446709960699,0.09635214277485388,0.2515958136930834,0.11182824776541136,0.2692752706240685,-0.013257622718811035,5.960464477539063e-08
257,1.7352481635792036,0.1594572303058009,0.04776898840587541,0.024799104779958725,0.008343351073563099,0.0996609784584053,0.24616826204450215,0.11604031266971562,0.2637948267870211,-0.013257622718811035,1.7881393432617188e-07
258,1.6801453267669422,0.031272547571322376,0.050833597572733834,0.017587490379810333,0.007727060467004776,0.100019678353674,0.24031061080765137,0.11624216807564529,0.25787349140122895,-0.013257622718811035,0.0
259,1.59614531979431,0.09172879449883274,0.05036571203910059,0.01567501574754715,0.007176905870437622,0.10695938027864664,0.23453998245710983,0.12315420431781227,0.2520387022140322,-0.013257622718811035,5.960464477539063e-08
260,1.5039518656635196,0.076451941845491,0.057447670345863656,0.018319159746170044,0.007828593254089355,0.11008768122163386,0.22828099935425167,0.12620502942901377,0.2457085371940783,-0.013257622718811035,1.1920928955078125e-07
261,1.4382417432542776,0.09149225426617723,0.05814188662414078,0.02048252522945404,0.008035153150558472,0.11517986489244192,0.22225586482014928,0.13163905662126918,0.2396255779481386,-0.013257622718811035,-5.960464477539063e-08
262,1.3499188907441682,0.11350759005145797,0.059813582509732996,0.0243503637611866,0.008000612258911133,0.11884389792781795,0.21636452133791867,0.13553691815822086,0.23367766137394097,-0.013257622718811035,1.1920928955078125e-07
263,1.2791620079931523,0.029516335572637047,0.06965155615708203,0.02157939225435257,0.00900319218635559,0.1163207044893778,0.20976230201652601,0.1330900480687797,0.22700557094818327,-0.013257622718811035,1.1920928955078125e-07
264,1.2139207233570808,0.09711319231424219,0.07585336160063799,0.030443813651800156,0.00978192687034607,0.12226053588250423,0.20298204010782475,0.13905158261477055,0.2201424434776244,-0.013257622718811035,1.1920928955078125e-07
265,1.1594186843449599,0.05004663086088265,0.0747445472019696,0.030533425509929657,0.009830862283706665,0.12688347790947158,0.19607215133655487,0.14375389740918365,0.21314691685345907,-0.013257622718811035,-5.960464477539063e-08
